pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,compression_ratio,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
0.2,50,1,12847800.0,0.25,66,0.9846176960059172,-1,-1,-1,169.0,2048,2792,7.411223649978638,-1,-1
0.25,100,1,8351070.0,0.25,67,0.9983357988165681,-1,-1,-1,59.144224196855774,5852,6596,7.326558828353882,-1,-1
0.25,90,1,8351070.0,0.25,68,0.9984975961538461,-1,-1,-1,129.6785312851255,2669,3413,7.2349220514297485,-1,-1
0.25,80,1,8351070.0,0.25,69,0.9982317862426036,-1,-1,-1,154.9986565158979,2233,2977,7.142699956893921,-1,-1
0.25,70,1,8351070.0,0.25,70,0.9982780140532544,-1,-1,-1,179.2397721387882,1931,2675,6.956877708435059,-1,-1
0.25,60,1,8351070.0,0.25,71,0.9977232803254438,-1,-1,-1,210.2746051032807,1646,2390,6.581016778945923,-1,-1
0.25,50,1,12847800.0,0.25,72,0.9981624445266272,-1,-1,-1,200.2962962962963,1728,2472,6.235262155532837,-1,-1
0,100,1,12847800.0,0.25,73,0.0,-1,-1,-1,5.9270827981847765,58395,59139,34.00215148925781,-1,-1
0,90,1,20663545.0,0.25,74,0.0,-1,-1,-1,42.49901768172888,8144,8888,22.184536457061768,-1,-1
0,80,1,20663545.0,0.25,75,0.0,-1,-1,-1,64.0236773954865,5406,6150,16.589083671569824,-1,-1
0,70,1,20663545.0,0.25,76,0.0,-1,-1,-1,65.40287226001512,5292,6036,15.569113492965698,-1,-1
0,60,1,20663545.0,0.25,77,0.0,-1,-1,-1,75.22538578569876,4601,5345,14.81128454208374,-1,-1
0,50,1,32976020.0,0.25,78,0.0,-1,-1,-1,136.1573564122738,2542,3286,13.118966817855835,-1,-1
0.05,100,1,32976020.0,0.25,79,0.5113720414201184,-1,-1,-1,7.535805264647609,45929,46673,23.072898387908936,-1,-1
0.05,90,1,32976020.0,0.25,80,0.5290310650887574,-1,-1,-1,33.16837565884044,10435,11179,18.12090277671814,-1,-1
0.05,80,1,32976020.0,0.25,81,0.4773599297337278,-1,-1,-1,57.84923951195053,5983,6727,17.176512479782104,-1,-1
0.05,70,1,48072185.0,0.25,82,0.5591947115384616,-1,-1,-1,70.57748776508973,4904,5648,10.680080652236938,-1,-1
0.05,60,1,48072185.0,0.25,83,0.5271241678994083,-1,-1,-1,48.63172685120135,7117,7861,12.892991304397583,-1,-1
0.05,50,1,48072185.0,0.25,84,0.48138174926035504,-1,-1,-1,99.11569301260023,3492,4236,12.763286828994751,-1,-1
0.1,100,1,48072185.0,0.25,85,0.7752288276627219,-1,-1,-1,6.221567111862091,55631,56375,18.223365545272827,-1,-1
0.1,90,1,48072185.0,0.25,86,0.7791466346153846,-1,-1,-1,34.0460358056266,10166,10910,14.671894311904907,-1,-1
0.1,80,1,48072185.0,0.25,87,0.7664224297337278,-1,-1,-1,36.89893390191898,9380,10124,16.08664870262146,-1,-1
0.1,70,1,48072185.0,0.25,88,0.7692654400887574,-1,-1,-1,136.69510268562402,2532,3276,13.515522480010986,-1,-1
0.1,60,1,48072185.0,0.25,89,0.7619498890532544,-1,-1,-1,82.25095057034221,4208,4952,14.000928401947021,-1,-1
0.1,50,1,48072185.0,0.25,90,0.7530163646449705,-1,-1,-1,89.0663921770458,3886,4630,14.190888404846191,-1,-1
0.15,100,1,48072185.0,0.25,91,0.9156573594674556,-1,-1,-1,7.265307836016709,47639,48383,15.990991592407227,-1,-1
0.15,90,1,48072185.0,0.25,92,0.9108843380177515,-1,-1,-1,23.41125541125541,14784,15528,16.645841598510742,-1,-1
0.15,80,1,48072185.0,0.25,93,0.9166512573964497,-1,-1,-1,51.89085457271364,6670,7414,16.712558269500732,-1,-1
0.15,70,1,32976020.0,0.25,94,0.920002773668639,-1,-1,-1,68.59135949266746,5046,5790,16.49613857269287,-1,-1
0.15,60,1,32976020.0,0.25,95,0.9209157729289941,-1,-1,-1,104.75544794188862,3304,4048,15.208759307861328,-1,-1
0.15,50,1,32976020.0,0.25,96,0.9191591161242604,-1,-1,-1,161.43283582089552,2144,2888,12.560073137283325,-1,-1
0.2,100,1,32976020.0,0.25,97,0.9739275147928994,-1,-1,-1,13.202822811367538,26215,26959,12.371571063995361,-1,-1
0.2,90,1,20663545.0,0.25,98,0.9765162721893491,-1,-1,-1,58.952818940555275,5871,6615,12.311350107192993,-1,-1
0.2,80,1,20663545.0,0.25,99,0.9806652181952663,-1,-1,-1,92.76655052264809,3731,4475,12.642648220062256,-1,-1
0.2,70,1,20663545.0,0.25,100,0.9814857618343196,-1,-1,-1,113.10849673202614,3060,3804,12.726099491119385,-1,-1
0.2,60,1,12847800.0,0.25,101,0.9821791789940828,-1,-1,-1,152.33802816901408,2272,3016,12.641838788986206,-1,-1
0.2,50,1,12847800.0,0.25,102,0.9809772559171598,-1,-1,-1,179.4256091238984,1929,2673,12.290165424346924,-1,-1
0.25,100,1,12847800.0,0.25,103,0.9958510539940828,-1,-1,-1,35.084845413076536,9865,10609,12.052603960037231,-1,-1
0.25,90,1,8351070.0,0.25,104,0.996301775147929,-1,-1,-1,109.94663278271919,3148,3892,12.020227909088135,-1,-1
0.25,80,1,12847800.0,0.25,105,0.9976077107988166,-1,-1,-1,178.22451081359424,1942,2686,11.948974132537842,-1,-1
0.25,70,1,12847800.0,0.25,106,0.9948802699704142,-1,-1,-1,189.6504109589041,1825,2569,11.257925033569336,-1,-1
0.25,60,1,12847800.0,0.25,107,0.994764700443787,-1,-1,-1,198.45871559633028,1744,2488,10.752660036087036,-1,-1
0.0,54,1,20663545.0,0.25,108,0.0,-1,-1,-1,71.76280323450135,4823,5567,13.08821439743042,71.2963803754253,14.139292001724243
0.0,59,1,20663545.0,0.25,109,0.0,-1,-1,-1,55.351351351351354,6253,6997,14.316103458404541,87.57884614940097,14.357060194015503
0.03,61,1,20663545.0,0.25,110,0.28476331360946744,-1,-1,-1,57.49368770764119,6020,6764,14.653586149215698,67.97833037040328,14.094457070032755
0.05,98,1,32976020.0,0.25,111,0.45458117603550297,-1,-1,-1,8.083518228740921,42817,43561,25.23411512374878,102.52462933368678,14.198949337005615
0.02,60,1,32976020.0,0.25,112,0.2458394970414201,-1,-1,-1,100.00346720600983,3461,4205,20.982325077056885,67.47271846204495,14.311857144037884
0.0,60,1,32976020.0,0.25,113,0.0,-1,-1,-1,84.54127992183683,4094,4838,20.43436288833618,65.40287226001512,15.077940225601196
0.0,60,1,32976020.0,0.25,114,0.0,-1,-1,-1,79.97042513863217,4328,5072,20.0246524810791,65.40287226001512,16.711235841115315
0.0,60,1,48072185.0,0.25,115,0.0,-1,-1,-1,65.52669443392654,5282,6026,19.944748878479004,65.40287226001512,18.995267152786255
0.0,60,1,48072185.0,0.25,116,0.0,-1,-1,-1,75.88511291383469,4561,5305,19.27790880203247,79.97042513863217,20.480446815490723
0.0,60,1,48072185.0,0.25,117,0.0,-1,-1,-1,64.46489104116223,5369,6113,19.370676279067993,65.52669443392654,20.134588082631428
0.0,60,1,48072185.0,0.25,118,0.0,-1,-1,-1,75.34000870700915,4594,5338,18.89785885810852,65.52669443392654,19.749103387196858
0.0,60,1,48072185.0,0.25,119,0.0,-1,-1,-1,52.849595358069934,6549,7293,19.42621946334839,64.46489104116223,19.53111131985982
0.0,60,1,48072185.0,0.25,120,0.0,-1,-1,-1,113.18247220405493,3058,3802,18.666162490844727,64.46489104116223,19.182147979736328
0.0,70,1,48072185.0,0.25,121,0.0,-1,-1,-1,40.15686274509804,8619,9363,20.25416612625122,60.10976033344912,16.734354893366497
0.0,70,1,48072185.0,0.25,122,0.0,-1,-1,-1,63.94088305930168,5413,6157,19.545488357543945,60.10976033344912,17.018450498580933
0.04,61,1,48072185.0,0.25,123,0.3828240569526627,-1,-1,-1,92.12456747404845,3757,4501,18.831171989440918,60.78246242287672,14.04003501570586
0.14,61,1,48072185.0,0.25,124,0.891329974112426,-1,-1,-1,83.02038858239386,4169,4913,17.709704637527466,116.7479839476863,14.163159482062808
0.19,61,1,48072185.0,0.25,125,0.9612842085798816,-1,-1,-1,122.34429126899964,2829,3573,16.65530800819397,129.72057995171252,14.0181836847103
0.21,61,1,48072185.0,0.25,126,0.9775679548816568,-1,-1,-1,156.61176470588236,2210,2954,15.762474536895752,113.62552402989901,14.554002331362833
0.22,61,1,32976020.0,0.25,127,0.9782382581360947,-1,-1,-1,144.21333333333334,2400,3144,14.852722883224487,135.46716718297708,14.552130435903866
0.22,61,1,32976020.0,0.25,128,0.9790472448224852,-1,-1,-1,160.4598980064905,2157,2901,14.220176935195923,156.61176470588236,15.762474536895752
0.22,61,1,32976020.0,0.25,129,0.9803762943786982,-1,-1,-1,165.7624521072797,2088,2832,13.792724609375,144.21333333333334,15.459223985671997
0.22,61,1,32976020.0,0.25,130,0.9796713202662722,-1,-1,-1,159.05882352941177,2176,2920,13.443543910980225,144.21333333333334,14.945124785105387
0.21,61,1,20663545.0,0.25,131,0.9748867418639053,-1,-1,-1,140.1830700688538,2469,3213,13.267323970794678,122.34429126899964,16.65530800819397
0.21,61,1,20663545.0,0.25,132,0.9758344119822485,-1,-1,-1,151.73695747479175,2281,3025,12.934386730194092,122.34429126899964,15.58471997578939
0.21,61,1,20663545.0,0.25,133,0.9757766272189349,-1,-1,-1,159.27841693511274,2173,2917,12.728216648101807,122.34429126899964,14.45539196332296
0.2,61,1,20663545.0,0.25,134,0.9688540125739645,-1,-1,-1,132.66078957454963,2609,3353,12.661302089691162,111.60172932562386,15.462394754091896
0.22,61,1,12847800.0,0.25,135,0.9824912167159763,-1,-1,-1,172.79680479281078,2003,2747,12.417926788330078,144.21333333333334,14.288541475931803
0.14,61,1,12847800.0,0.25,136,0.8828702847633136,-1,-1,-1,75.55380921196246,4581,5325,13.097375631332397,92.12456747404845,18.831171989440918
0.14,61,1,8351070.0,0.25,137,0.8884754068047337,-1,-1,-1,78.501247448401,4409,5153,13.412724733352661,92.12456747404845,16.693423589070637
0.19,61,1,8351070.0,0.25,138,0.9661034578402367,-1,-1,-1,133.01767870868562,2602,3346,13.171803951263428,83.02038858239386,17.709704637527466
0.19,63,1,8351070.0,0.25,139,0.964508598372781,-1,-1,-1,128.18962962962962,2700,3444,12.913326025009155,79.11573587411355,14.98942479380855
0.15,64,1,8351070.0,0.25,140,0.9099135539940828,-1,-1,-1,76.05185673478357,4551,5295,12.932770252227783,113.49996851307156,14.093475278218587
0.19,62,1,8351070.0,0.25,141,0.9632142196745562,-1,-1,-1,109.14916430148219,3171,3915,12.66796350479126,105.75946307854332,14.72459097703298
0.11,65,1,12847800.0,0.25,142,0.7945520525147929,-1,-1,-1,48.899689177733826,7078,7822,14.07874584197998,104.5286816831915,14.167859961843899
0.08,66,1,12847800.0,0.25,143,0.6517890162721893,-1,-1,-1,39.999075465156594,8653,9397,16.057355403900146,90.16062521900353,14.135773484669034
0.19,61,1,20663545.0,0.25,144,0.962890625,-1,-1,-1,95.03349807797913,3642,4386,15.246964693069458,78.501247448401,16.277378002802532
0.14,61,1,20663545.0,0.25,145,0.8865685096153846,-1,-1,-1,89.94594594594595,3848,4592,14.791064262390137,75.55380921196246,14.782158136367796
0.12,61,1,20663545.0,0.25,146,0.8383182322485208,-1,-1,-1,145.1203354297694,2385,3129,10.892671346664429,73.2312239814303,14.779035568237305
0.12,61,1,20663545.0,0.25,147,0.8370238535502958,-1,-1,-1,88.51969309462916,3910,4654,11.382017135620117,89.94594594594595,14.791064262390137
0.11,61,1,32976020.0,0.25,148,0.8037051590236687,-1,-1,-1,87.42409699419045,3959,4703,11.427056789398193,86.69531308511542,14.248336007197697
0.08,61,1,32976020.0,0.25,149,0.6552445451183432,-1,-1,-1,87.60111364211592,3951,4695,11.679807901382446,77.9859173652031,14.880647659301761
0.06,61,1,32976020.0,0.25,150,0.5316429363905325,-1,-1,-1,55.86957223567393,6195,6939,12.911536693572998,75.68249002674607,15.48627257347107
0.05,61,1,32976020.0,0.25,151,0.4624167899408284,-1,-1,-1,56.832840722495895,6090,6834,13.435595035552979,75.77099835070878,15.612648129463203
0.07,98,1,48072185.0,0.25,152,0.6086122411242604,-1,-1,-1,8.162056361278152,42405,43149,21.685819625854492,65.83437905381689,14.081413940588632
0.04,61,1,48072185.0,0.25,153,0.40659670857988167,-1,-1,-1,111.72111039380245,3098,3842,18.69957208633423,63.94088305930168,19.54548835754394
0.05,70,1,48072185.0,0.25,154,0.45521680843195267,-1,-1,-1,81.92,4225,4969,17.97435998916626,57.84923951195053,16.724931796391804
0.05,70,1,48072185.0,0.25,155,0.45454650517751477,-1,-1,-1,88.81498588657942,3897,4641,16.90282106399536,57.84923951195053,17.35170841217041
0.05,70,1,48072185.0,0.25,156,0.4551705806213018,-1,-1,-1,79.5476901861641,4351,5095,16.436221599578857,57.84923951195053,17.950148185094196
0.05,70,1,48072185.0,0.25,157,0.45819850221893493,-1,-1,-1,92.29653333333333,3750,4494,15.759694576263428,81.92,17.858917713165283
0.05,70,1,48072185.0,0.25,158,0.46239367603550297,-1,-1,-1,73.375450498198,4717,5461,15.66871166229248,79.5476901861641,17.104467550913494
0.05,70,1,48072185.0,0.25,159,0.4607179178994083,-1,-1,-1,64.74223718668163,5346,6090,15.663067102432251,79.5476901861641,16.36624574661255
0.05,70,1,48072185.0,0.25,160,0.4668893306213018,-1,-1,-1,69.40284740324844,4987,5731,15.178123712539673,73.375450498198,15.954875946044922
0.05,71,1,48072185.0,0.25,161,0.4799602440828402,-1,-1,-1,62.61070911722142,5528,6272,14.894181489944458,61.584851033897515,16.058040142059326
0.08,71,1,48072185.0,0.25,162,0.6756541235207101,-1,-1,-1,47.15422343324251,7340,8084,15.41478157043457,78.86631345114918,14.191637304425239
0.1,71,1,48072185.0,0.25,163,0.7748358912721893,-1,-1,-1,65.39051577555261,5293,6037,14.378900527954102,70.8321105217742,14.153871627414928
0.05,71,1,32976020.0,0.25,164,0.45849898298816566,-1,-1,-1,44.7288705091755,7738,8482,15.398468971252441,69.40284740324844,15.178123712539673
0.05,71,1,32976020.0,0.25,165,0.4687962278106509,-1,-1,-1,109.08036558462024,3173,3917,14.296791553497314,65.39051577555261,14.911715984344482
0.13,71,1,32976020.0,0.25,166,0.8692446375739645,-1,-1,-1,90.03954214360041,3844,4588,13.335268497467041,64.22190295777801,14.052134788036346
0.13,71,1,32976020.0,0.25,167,0.8684240939349113,-1,-1,-1,66.30498084291187,5220,5964,12.998354434967041,109.08036558462024,14.296791553497314
0.13,73,1,20663545.0,0.25,168,0.8671643860946746,-1,-1,-1,57.743076409743075,5994,6738,12.995599508285522,76.1785700159123,14.013132589834708
0.12,71,1,20663545.0,0.25,169,0.8352440828402367,-1,-1,-1,83.42058327307785,4149,4893,12.45206594467163,75.74443590681443,14.45578310224745
0.08,71,1,20663545.0,0.25,170,0.6520201553254438,-1,-1,-1,49.352916013118495,7013,7757,13.376317024230957,62.61070911722142,14.894181489944458
0.11,74,1,12847800.0,0.25,171,0.8042945636094675,-1,-1,-1,73.45331069609507,4712,5456,12.680438756942749,61.81323961634626,14.21500597058273
0.05,70,1,12847800.0,0.25,172,0.44407590606508873,-1,-1,-1,73.35989826197542,4718,5462,12.651911973953247,64.74223718668163,15.697157780329386
0.05,70,1,12847800.0,0.25,173,0.45827940088757396,-1,-1,-1,50.39487478159581,6868,7612,13.50964903831482,64.74223718668163,14.67073917388916
0.15,61,1,8351070.0,0.25,174,0.9107687684911243,-1,-1,-1,84.52063492063492,4095,4839,12.400717735290527,68.4428624626013,14.015256881713867
0.04,70,1,12847800.0,0.25,175,0.37265393860946744,-1,-1,-1,44.92044127190136,7705,8449,13.769083023071289,59.825162298364916,14.632738908131918
0.08,71,1,12847800.0,0.25,176,0.669921875,-1,-1,-1,39.232827023350715,8822,9566,14.16132926940918,62.61070911722142,14.080142974853516
0.02,70,1,12847800.0,0.25,177,0.19147559171597633,-1,-1,-1,56.69320229320229,6105,6849,14.110597372055054,62.33874883286648,15.451927582422892
0.06,70,1,20663545.0,0.25,178,0.5424486871301775,-1,-1,-1,46.828845893654446,7391,8135,13.981571197509766,59.173576529729104,14.002638419469198
0.06,70,1,20663545.0,0.25,179,0.5311922152366864,-1,-1,-1,51.56615017878427,6712,7456,13.83075475692749,56.69320229320229,14.110597372055054
0.03,61,1,20663545.0,0.25,180,0.2839543269230769,-1,-1,-1,96.97730456710563,3569,4313,13.08340072631836,55.351351351351354,14.316103458404543
0.0,60,1,32976020.0,0.25,181,0.0,-1,-1,-1,92.3950880939669,3746,4490,12.504987716674805,52.849595358069934,19.231584866841633
0.0,60,1,32976020.0,0.25,182,0.0,-1,-1,-1,61.085774797034944,5666,6410,12.812048196792603,52.849595358069934,17.135826349258423
0.0,60,1,32976020.0,0.25,183,0.0,-1,-1,-1,69.38893344025662,4988,5732,12.684582471847534,52.849595358069934,15.004869302113852
0.05,98,1,32976020.0,0.25,184,0.45688100961538464,-1,-1,-1,7.567109031679748,45739,46483,24.310214519500732,57.49368770764119,14.653586149215698
0.0,63,1,48072185.0,0.25,185,0.0,-1,-1,-1,79.09323583180988,4376,5120,19.736653566360474,54.80710118145387,14.511043111483255
0.17,63,1,48072185.0,0.25,186,0.939788276627219,-1,-1,-1,114.87288416860272,3013,3757,16.163407564163208,119.81235558479028,14.344268221604196
0.13,64,1,48072185.0,0.25,187,0.8668176775147929,-1,-1,-1,98.10430839002268,3528,4272,14.66252326965332,113.48826269004043,14.087170864406385
0.14,64,1,48072185.0,0.25,188,0.8911912906804734,-1,-1,-1,90.46314688970205,3826,4570,13.557127714157104,121.53125689911619,14.53836679458618
0.13,64,1,48072185.0,0.25,189,0.8672568417159763,-1,-1,-1,94.33415099482147,3669,4413,12.895851135253906,114.87288416860272,16.163407564163208
0.18,63,1,48072185.0,0.25,190,0.9486293454142012,-1,-1,-1,116.61455525606469,2968,3712,11.926120519638062,106.05545727024773,16.454228758811954
0.14,64,1,48072185.0,0.25,191,0.8902782914201184,-1,-1,-1,70.66394446712944,4898,5642,11.58077597618103,98.10430839002268,14.66252326965332
0.13,64,1,48072185.0,0.25,192,0.8671181582840237,-1,-1,-1,86.5929447085314,3997,4741,11.376211643218994,90.46314688970205,15.294647614161173
0.09,65,1,48072185.0,0.25,193,0.73046875,-1,-1,-1,45.958305669897754,7531,8275,13.028243780136108,83.02198718179991,14.369588879977957
0.17,63,1,48072185.0,0.25,194,0.9392797707100592,-1,-1,-1,81.39981185324554,4252,4996,12.276787757873535,79.09323583180988,19.736653566360474
0.12,64,1,48072185.0,0.25,195,0.8329904770710059,-1,-1,-1,63.40208829455944,5459,6203,12.278211116790771,67.8893659263031,14.246646025601557
0.16,62,1,48072185.0,0.25,196,0.9273067677514792,-1,-1,-1,81.78449905482042,4232,4976,11.711158752441406,68.08296065543188,14.012684072766985
0.11,71,1,32976020.0,0.25,197,0.7978342270710059,-1,-1,-1,48.27897893709025,7169,7913,12.472848892211914,52.44864992149279,14.205190539360046
0.09,64,1,32976020.0,0.25,198,0.7104636649408284,-1,-1,-1,49.643144004589786,6972,7716,13.179810047149658,67.67189785998956,14.503357887268066
0.03,61,1,32976020.0,0.25,199,0.29299186390532544,-1,-1,-1,52.35395552866435,6611,7355,13.74112606048584,51.56615017878427,14.154320557912191
